code,company,Classification,affiliate,closing price,rate,fluctuation rate,market price,high price,low price,trading volume,transaction amount,market cap,Number of listed shares
52860,아이앤씨,KOSDAQ,벤처기업부,2590,55,2.17,2545,2590,2540,17464,44867345,46264791860,17862854
10780,아이에스동서,KOSPI,,33150,100,0.3,33500,33500,33000,19557,650407550,1.02409E+12,30892606
69920,아이에스이커머스,KOSDAQ,중견기업부,7640,-20,-0.26,7730,7980,7480,116642,892550740,1.97313E+11,25826362
38880,아이에이,KOSDAQ,중견기업부,704,6,0.86,701,713,699,782659,552371864,2.07517E+11,294769150
307180,아이엘사이언스,KOSDAQ,벤처기업부,3015,55,1.86,2995,3090,2995,53246,162055985,71012234700,23552980
101390,아이엠,KOSDAQ,중견기업부,5700,-180,-3.06,5930,5930,5650,29190,166915170,46189779000,8103470
78860,아이오케이,KOSDAQ,중견기업부,465,6,1.31,460,481,460,439492,206468102,44698809480,96126472
90150,아이윈,KOSDAQ,중견기업부,1580,-50,-3.07,1665,1665,1580,307056,491154140,65390391920,41386324
123010,아이윈플러스,KOSDAQ,기술성장기업부,510,0,0,0,0,0,0,0,78477245010,153876951
31310,아이즈비전,KOSDAQ,중견기업부,2495,15,0.6,2480,2545,2480,25852,64848850,41017545510,16439898
185490,아이진,KOSDAQ,벤처기업부,6520,-60,-0.91,6660,6660,6500,28195,185025790,1.40039E+11,21478340
59100,아이컴포넌트,KOSDAQ,벤처기업부,6260,70,1.13,6180,6280,6160,9278,57788400,44263583600,7070860
149010,아이케이세미콘,KONEX,일반기업부,7400,0,0,7780,7780,7400,124,939310,23088000000,3120000
262840,아이퀘스트,KOSDAQ,벤처기업부,6790,-70,-1.02,6900,6900,6760,23754,162883890,66949400000,9860000
175250,아이큐어,KOSDAQ,기술성장기업부,4330,265,6.52,4300,4440,4050,317401,1342257245,82277174810,19001657
52460,아이크래프트,KOSDAQ,중견기업부,2485,15,0.61,2495,2505,2475,5971,14885180,36300720960,14607936
119830,아이텍,KOSDAQ,중견기업부,8420,-30,-0.36,8530,8530,8380,65808,554821210,1.63883E+11,19463533
52770,아이톡시,KOSDAQ,관리종목(소속부없음),2085,0,0,0,0,0,0,0,41353750305,19833933
124500,아이티센,KOSDAQ,중견기업부,3900,25,0.65,3985,3985,3875,59044,230981030,77638598700,19907333
372800,아이티아이즈,KOSDAQ,벤처기업부,8640,60,0.7,8550,8950,8550,46910,411211830,51641193600,5976990
84850,아이티엠반도체,KOSDAQ,우량기업부,29050,100,0.35,29600,29600,29000,14222,416134600,6.58794E+11,22677934
114840,아이패밀리에스씨,KOSDAQ,벤처기업부,9210,-210,-2.23,9440,9650,9210,44836,422732400,78299257080,8501548
27360,아주IB투자,KOSDAQ,벤처기업부,2560,-20,-0.78,2580,2625,2525,325036,840063205,3.09307E+11,120822956
139990,아주스틸,KOSPI,,9340,120,1.3,9250,9480,9250,25819,242384360,2.47063E+11,26452189
32080,아즈텍WB,KOSDAQ,벤처기업부,1970,20,1.03,1980,2025,1970,95069,189582475,42337327130,21491029
13310,아진산업,KOSDAQ,우량기업부,2925,-15,-0.51,2940,3015,2910,1251538,3711522295,1.13509E+11,38806582
59120,아진엑스텍,KOSDAQ,벤처기업부,9080,0,0,9130,9180,9040,39252,357172050,88517251680,9748596
158430,아톤,KOSDAQ,벤처기업부,26250,800,3.14,25850,27150,25500,53405,1418931550,1.14281E+11,4353577
149300,아퓨어스,KONEX,일반기업부,1155,-35,-2.94,1175,1180,1110,1085,1230840,41981520735,36347637
67160,아프리카TV,KOSDAQ,우량기업부,74300,-400,-0.54,74400,75500,73500,155004,11547297500,8.54061E+11,11494767
1540,안국약품,KOSDAQ,중견기업부,7940,80,1.02,7900,8040,7820,26516,210100940,1.03557E+11,13042420
53800,안랩,KOSDAQ,우량기업부,62800,-900,-1.41,63900,64200,62700,87331,5527563600,6.2887E+11,10013855
251280,안지오랩,KONEX,일반기업부,7390,-580,-7.28,7400,7400,7130,1573,11330970,20451485060,2767454
65660,안트로젠,KOSDAQ,기술성장기업부,15750,0,0,15700,16000,15550,8985,141226850,1.53269E+11,9731373
297570,알로이스,KOSDAQ,벤처기업부,1505,0,0,1505,1520,1500,91887,138815825,52104933090,34621218
1780,알루코,KOSPI,,2495,10,0.4,2490,2575,2480,1202457,3042491100,2.24474E+11,89969432
260660,알리코제약,KOSDAQ,우량기업부,5840,600,11.45,5260,6290,5240,2618806,15692632320,89509802640,15327021
361570,알비더블유,KOSDAQ,중견기업부,12900,-100,-0.77,13050,13200,12800,22575,292891250,1.24075E+11,9618193
131370,알서포트,KOSDAQ,벤처기업부,4175,40,0.97,4150,4250,4140,113162,474333345,2.2239E+11,53267083
140670,알에스오토메이션,KOSDAQ,중견기업부,13150,250,1.94,13050,13300,12900,76068,999982850,1.22336E+11,9303140
96610,알에프세미,KOSDAQ,중견기업부,2170,30,1.4,2145,2195,2145,63642,138194835,23596172040,10873812
61040,알에프텍,KOSDAQ,중견기업부,4580,-15,-0.33,4575,4620,4550,19551,89612635,1.46969E+11,32089259
148250,알엔투테크놀로지,KOSDAQ,벤처기업부,8790,-280,-3.09,9020,9110,8710,68774,609262380,67212638310,7646489
347860,알체라,KOSDAQ,기술성장기업부,10050,800,8.65,9480,11700,9400,828279,8848778280,1.40207E+11,13950944
196170,알테오젠,KOSDAQ,기술성장기업부,37250,-1550,-3.99,39050,39450,37200,293213,11199634300,1.59928E+12,42933685
123750,알톤스포츠,KOSDAQ,벤처기업부,3755,-30,-0.79,3770,3820,3750,86990,329131965,47862345235,12746297
85810,알티캐스트,KOSDAQ,중견기업부,2130,-20,-0.93,2135,2155,2105,443658,944703220,63230687970,29685769
117670,알파홀딩스,KOSDAQ,관리종목(소속부없음),1065,30,2.9,1050,1080,1035,102909,108257900,28667281275,26917635
314140,알피바이오,KOSDAQ,중견기업부,11450,-50,-0.43,11550,11550,11250,85742,976591350,93529977650,8168557
291650,압타머사이언스,KOSDAQ,기술성장기업부,8190,-10,-0.12,8210,8360,8140,46701,384117840,69534131940,8490126
293780,압타바이오,KOSDAQ,기술성장기업부,14150,-650,-4.39,14750,14900,13950,509415,7292628650,3.15529E+11,22298866
267810,앙츠,KONEX,일반기업부,1295,145,12.61,1245,1295,1245,21,26245,2314165000,1787000
18250,애경산업,KOSPI,,15350,0,0,15350,15700,15200,107126,1652630250,4.05393E+11,26409935
161000,애경케미칼,KOSPI,,10300,150,1.48,10150,10500,10100,137116,1419928800,5.01082E+11,48648709
196300,애니젠,KOSDAQ,기술성장기업부,8020,140,1.78,8000,8240,7800,3303,26427290,44932499120,5602556
310200,애니플러스,KOSDAQ,중견기업부,3040,160,5.56,3280,3425,3030,7375182,23956723060,1.05606E+11,34738898
179530,애드바이오텍,KOSDAQ,기술성장기업부,3500,65,1.89,3450,3680,3445,49897,176551190,31991554000,9140444
900100,애머릿지,KOSDAQ,외국기업(소속부없음),2390,-70,-2.85,2430,2470,2380,170721,409863135,80472578650,33670535
205500,액션스퀘어,KOSDAQ,중견기업부,3200,-30,-0.93,3285,3285,3190,25619,82292095,1.47289E+11,46027946
52790,액토즈소프트,KOSDAQ,중견기업부,6930,170,2.51,6720,7040,6720,12232,84813930,78521321340,11330638
290740,액트로,KOSDAQ,벤처기업부,6480,-20,-0.31,6470,6600,6430,6046,39529110,65221271280,10065011
238090,앤디포스,KOSDAQ,우량기업부,5440,10,0.18,5420,5530,5420,35014,191223510,1.30447E+11,23979303
92600,앤씨앤,KOSDAQ,벤처기업부,1770,0,0,1800,1810,1755,179791,321179330,44397825090,25083517
129890,앱코,KOSDAQ,벤처기업부,6740,110,1.66,6640,7070,6640,66065,455285520,68267316680,10128682
174900,앱클론,KOSDAQ,기술성장기업부,15700,-500,-3.09,16500,16550,15600,199476,3179739950,2.40494E+11,15318069
255440,야스,KOSDAQ,우량기업부,7530,-50,-0.66,7650,7670,7500,17647,133684150,98326740000,13058000
30960,양지사,KOSDAQ,중견기업부,45900,-2200,-4.57,49600,50000,45650,564864,27082909500,7.33482E+11,15980000
102120,어보브반도체,KOSDAQ,우량기업부,10250,-100,-0.97,10450,10450,10250,89706,928562850,1.82253E+11,17780753
263540,어스앤에어로스페이스,KOSDAQ,투자주의환기종목(소속부없음),10900,0,0,0,0,0,0,0,84297842300,7733747
238120,얼라인드,KOSDAQ,기술성장기업부,7880,-60,-0.76,7920,8000,7770,15288,120507080,56652850240,7189448
224810,엄지하우스,KONEX,일반기업부,4685,-5,-0.11,4685,4685,4685,150,702750,19677000000,4200000
19990,에너토크,KOSDAQ,중견기업부,8400,10,0.12,8500,8640,8270,117234,994487880,81951139200,9756088
11090,에넥스,KOSPI,,902,-1,-0.11,902,913,897,158833,143601723,54112460182,59991641
270660,에브리봇,KOSDAQ,벤처기업부,15400,50,0.33,15500,15650,15250,123230,1907239150,1.87747E+11,12191342
38680,에스넷,KOSDAQ,중견기업부,4780,-50,-1.04,4810,4865,4780,31522,151625920,77173879140,16145163
137310,에스디바이오센서,KOSPI,,33000,800,2.48,33000,33850,32500,350560,11686408050,3.40795E+12,103271353
217480,에스디생명공학,KOSDAQ,중견기업부,1650,-45,-2.65,1690,1700,1640,713362,1185242520,68917737900,41768326
121890,에스디시스템,KOSDAQ,투자주의환기종목(소속부없음),739,0,0,0,0,0,0,0,8238120740,11147660
97780,에스맥,KOSDAQ,중견기업부,1780,20,1.14,1780,1795,1765,64742,115084090,1.00933E+11,56704050
389500,에스비비테크,KOSDAQ,기술성장기업부,25250,-300,-1.17,25750,25900,25150,116075,2946756000,1.50098E+11,5944490
42110,에스씨디,KOSDAQ,우량기업부,1665,20,1.22,1645,1675,1645,60165,99890445,80468724060,48329564
298060,에스씨엠생명과학,KOSDAQ,기술성장기업부,5650,50,0.89,5600,5730,5600,22349,126737650,68481220500,12120570
65420,에스아이리소스,KOSDAQ,중견기업부,715,-1,-0.14,723,725,709,161273,115406100,48674472990,68076186
270210,에스알바이오텍,KONEX,일반기업부,3205,0,0,0,0,0,0,0,3551800230,1108206
103230,에스앤더블류,KOSDAQ,관리종목(소속부없음),2505,0,0,0,0,0,0,0,18036000000,7200000
260970,에스앤디,KOSDAQ,벤처기업부,17050,-50,-0.29,17150,17300,17000,3718,63610650,69213111000,4059420
101490,에스앤에스텍,KOSDAQ,우량기업부,28550,1600,5.94,27050,29150,26700,889922,25353151100,6.12439E+11,21451447
95910,에스에너지,KOSDAQ,중견기업부,3915,150,3.98,3820,4025,3750,1143107,4492888960,76360129245,19504503
275630,에스에스알,KOSDAQ,벤처기업부,4895,-85,-1.71,4930,4985,4785,50326,245391400,29458056155,6017989
31330,에스에이엠티,KOSDAQ,우량기업부,2730,0,0,2735,2765,2720,221470,607803700,2.72987E+11,99995067
60540,에스에이티,KOSDAQ,중견기업부,2125,-20,-0.93,2145,2155,2125,72594,155382675,55533275250,26133306
351320,에스에이티이엔지,KOSDAQ,벤처기업부,2535,10,0.4,2525,2570,2515,18363,46568070,55810271010,22015886
56190,에스에프에이,KOSDAQ,우량기업부,38250,-100,-0.26,38400,38550,38000,41293,1582391850,1.37351E+12,35908760
80000,에스엔유,KOSDAQ,우량기업부,2390,-5,-0.21,2400,2445,2390,91243,219713590,82031659300,34322870
86460,에스엔피제네틱스,KONEX,일반기업부,7100,-460,-6.08,7560,7560,7100,300,2196000,15868741400,2235034
5850,에스엘,KOSPI,,32350,200,0.62,32800,33000,32000,117622,3833331850,1.50261E+12,46448520
214310,에스엘바이오닉스,KOSDAQ,관리종목(소속부없음),350,-3,-0.85,355,358,340,2372945,824878563,23244950750,66414145
246250,에스엘에스바이오,KONEX,일반기업부,6200,-190,-2.97,6200,6580,6060,107,663730,42566738600,6865603
41510,에스엠,KOSDAQ,우량기업부,63600,-1200,-1.85,64800,65200,63500,218741,14088194700,1.51345E+12,23796401
10580,에스엠벡셀,KOSPI,,1775,85,5.03,1690,1855,1675,270763,478218015,1.97472E+11,111251760
299670,에스엠비나,KONEX,일반기업부,2690,0,0,0,0,0,0,0,14660500000,5450000
7820,에스엠코어,KOSDAQ,중견기업부,5620,0,0,5610,5690,5600,19222,108187620,1.12591E+11,20033946
109610,에스와이,KOSDAQ,중견기업부,3515,-120,-3.3,3590,3650,3500,1103395,3945300465,1.7191E+11,48907400
12750,에스원,KOSPI,,63200,1000,1.61,62700,63700,61900,33500,2105797400,2.40155E+12,37999178
306040,에스제이그룹,KOSDAQ,우량기업부,16250,200,1.25,16100,16400,15900,16179,261494850,1.6032E+11,9865828
217910,에스제이켐,KONEX,일반기업부,354,25,7.6,354,354,354,1,354,4598644788,12990522
224020,에스케이씨에스,KONEX,일반기업부,4095,0,0,4095,4095,4090,41,167700,14126054670,3449586
408920,에스케이증권7호스팩,KOSDAQ,SPAC(소속부없음),2370,-20,-0.84,2375,2415,2350,38363,90517195,8579400000,3620000
435870,에스케이증권제8호스팩,KOSDAQ,SPAC(소속부없음),2025,5,0.25,2025,2025,2005,402,810795,7533000000,3720000
96630,에스코넥,KOSDAQ,중견기업부,996,98,10.91,901,1075,898,4702764,4689697877,66014843148,66279963
69510,에스텍,KOSDAQ,중견기업부,7590,30,0.4,7560,7790,7500,7028,53241170,82806900000,10910000
41910,에스텍파마,KOSDAQ,우량기업부,7370,-20,-0.27,7460,7460,7370,14811,109754150,87690198310,11898263
234300,에스트래픽,KOSDAQ,중견기업부,4175,-100,-2.34,4260,4260,4150,389457,1636440585,1.09109E+11,26133932
39440,에스티아이,KOSDAQ,우량기업부,14150,150,1.07,14150,14300,13950,127597,1805682850,2.23995E+11,15830000
98660,에스티오,KOSDAQ,중견기업부,3430,75,2.24,3355,3450,3335,21133,71622845,42878347680,12500976
52020,에스티큐브,KOSDAQ,중견기업부,21000,-900,-4.11,22400,22600,20300,585512,12427691600,9.06905E+11,43185950
237690,에스티팜,KOSDAQ,벤처기업부,78800,600,0.77,78500,79700,77800,58354,4596289000,1.48213E+12,18808775
50760,에스폴리텍,KOSDAQ,중견기업부,2635,-5,-0.19,2640,2675,2635,18335,48632595,43041876530,16334678
288620,에스퓨얼셀,KOSDAQ,벤처기업부,25400,1600,6.72,23950,27550,23800,1340781,35190640250,1.74608E+11,6874316
317830,에스피시스템스,KOSDAQ,벤처기업부,8680,-70,-0.8,8750,8760,8630,45890,398144760,79691600800,9181060
58610,에스피지,KOSDAQ,우량기업부,17900,-100,-0.56,18150,18250,17800,428078,7693369550,3.96975E+11,22177360
43340,에쎈테크,KOSDAQ,중견기업부,872,1,0.11,869,876,867,11543,10080708,62784000000,72000000
23960,에쓰씨엔지니어링,KOSPI,,1850,-25,-1.33,1905,1905,1840,119471,223167000,57811306750,31249355
298690,에어부산,KOSPI,,2125,25,1.19,2105,2160,2055,285725,609439535,2.4786E+11,116640000
187660,에이디엠코리아,KOSDAQ,벤처기업부,2220,115,5.46,2130,2420,2130,853253,1962069610,48476475000,21836250
54630,에이디칩스,KOSDAQ,관리종목(소속부없음),275,5,1.85,270,283,270,365513,100588677,21920101775,79709461
200710,에이디테크놀로지,KOSDAQ,우량기업부,15950,-50,-0.31,16000,16200,15800,98716,1580263100,2.12683E+11,13334327
96690,에이루트,KOSDAQ,투자주의환기종목(소속부없음),554,-8,-1.42,563,571,549,1140143,638199820,89185107192,160983948
140910,에이리츠,KOSPI,,4010,10,0.25,4020,4020,3995,2362,9453860,17896758320,4463032
78520,에이블씨엔씨,KOSPI,,4595,-45,-0.97,4700,4700,4595,25540,118543340,1.24219E+11,27033459
298380,에이비엘바이오,KOSDAQ,기술성장기업부,19800,0,0,20000,20350,19700,219268,4383310300,9.45763E+11,47765814
203400,에이비온,KOSDAQ,기술성장기업부,6770,-130,-1.88,6990,6990,6690,63961,433725680,1.27582E+11,18845237
195990,에이비프로바이오,KOSDAQ,중견기업부,533,-4,-0.74,542,545,532,330585,177852908,1.45877E+11,273689721
3800,에이스침대,KOSDAQ,관리종목(소속부없음),35200,300,0.86,35450,35450,34900,331,11677500,3.90368E+11,11090000
88800,에이스테크,KOSDAQ,중견기업부,5190,-70,-1.33,5300,5350,5170,130347,688735520,2.33166E+11,44926073
241840,에이스토리,KOSDAQ,중견기업부,20600,0,0,20800,20800,20400,35660,733633050,1.96524E+11,9539994
312610,에이에프더블류,KOSDAQ,벤처기업부,4255,-60,-1.39,4290,4330,4255,103365,442668210,86193058440,20256888
15260,에이엔피,KOSPI,,1870,-20,-1.06,1870,1890,1850,46384,86424720,54319421530,29047819
234070,에이원알폼,KONEX,일반기업부,5200,-910,-14.89,5300,5300,5200,181,959090,36080106400,6938482
72990,에이치시티,KOSDAQ,우량기업부,8260,150,1.85,8060,8350,8060,6180,50573530,58410738680,7071518
227100,에이치앤비디자인,KOSDAQ,중견기업부,4845,-55,-1.12,4900,4955,4815,37927,185109095,53357607090,11012922
44990,에이치엔에스하이텍,KONEX,일반기업부,12150,0,0,0,0,0,0,0,91259427600,7511064
239610,에이치엘사이언스,KOSDAQ,우량기업부,16850,-200,-1.17,16700,17100,16650,14194,238408750,90857137750,5392115
353070,에이치엠씨제4호스팩,KOSDAQ,SPAC(소속부없음),2000,-5,-0.25,2000,2000,2000,50009,100018000,8620000000,4310000
353060,에이치엠씨제5호스팩,KOSDAQ,SPAC(소속부없음),2000,-10,-0.5,2025,2025,2000,4995,10029045,10230000000,5115000
148930,에이치와이티씨,KOSDAQ,중견기업부,13100,550,4.38,12550,13400,12500,524352,6847931000,1.32247E+11,10095213
44780,에이치케이,KOSDAQ,벤처기업부,1785,-5,-0.28,1790,1810,1780,25597,45786625,33032829795,18505787
357230,에이치피오,KOSDAQ,벤처기업부,7960,70,0.89,7850,7970,7850,13873,110060370,1.58708E+11,19938160
71670,에이테크솔루션,KOSDAQ,우량기업부,9780,10,0.1,9710,9890,9710,20724,202730830,97800000000,10000000
45660,에이텍,KOSDAQ,우량기업부,9310,-20,-0.21,9280,9400,9280,22171,206809410,76900600000,8260000
224110,에이텍티앤,KOSDAQ,벤처기업부,11800,-100,-0.84,11900,12350,11700,51506,622320300,63012000000,5340000
230980,에이트원,KOSDAQ,중견기업부,1020,-15,-1.45,1040,1050,1020,178598,184233740,75904135380,74415819
21080,에이티넘인베스트,KOSDAQ,우량기업부,2910,-25,-0.85,2890,2950,2880,230251,669302560,1.3968E+11,48000000
89530,에이티세미콘,KOSDAQ,중견기업부,1700,100,6.25,1600,1730,1575,3551961,5921734050,97156871700,57151101
200470,에이팩트,KOSDAQ,중견기업부,3325,-60,-1.77,3355,3385,3310,44726,149319985,61433328425,18476189
207490,에이펙스인텍,KONEX,일반기업부,7520,0,0,7520,7520,7520,35,263200,27072000000,3600000
262260,에이프로,KOSDAQ,우량기업부,16500,50,0.3,16550,16750,16300,54218,897132950,2.38271E+11,14440643
7460,에이프로젠,KOSPI,,1025,-10,-0.97,1025,1085,1015,16392417,17101098020,7.80032E+11,761006567
109960,에이프로젠 H&G,KOSDAQ,중견기업부,411,-1,-0.24,412,424,410,152716,63244895,73443734187,178695217
3060,에이프로젠제약,KOSPI,,531,0,0,530,542,528,629314,335695599,2.11644E+11,398575882
397030,에이프릴바이오,KOSDAQ,기술성장기업부,15750,-250,-1.56,16150,16150,15500,61823,970855550,1.66336E+11,10561025
244920,에이플러스에셋,KOSPI,,5200,0,0,5230,5280,5190,19142,99985800,1.1756E+11,22607693
89970,에이피티씨,KOSDAQ,우량기업부,14200,250,1.79,14100,14450,14000,42499,607372350,3.40524E+11,23980595
230240,에치에프알,KOSDAQ,벤처기업부,30800,-400,-1.28,31200,31350,30650,59654,1843509700,4.15462E+11,13489026
230360,에코마케팅,KOSDAQ,중견기업부,14000,0,0,14150,14300,13900,23860,335411400,4.52172E+11,32298029
38870,에코바이오,KOSDAQ,중견기업부,5550,70,1.28,5510,5670,5440,174254,967656140,65512682850,11804087
128540,에코캡,KOSDAQ,벤처기업부,4875,-20,-0.41,4895,4980,4860,175344,863290390,1.30116E+11,26690460
86520,에코프로,KOSDAQ,우량기업부,132400,-2000,-1.49,134100,134700,132300,485963,64786206200,3.31682E+12,25051504
247540,에코프로비엠,KOSDAQ,우량기업부,107700,-1100,-1.01,109400,109800,107500,444589,48233017200,1.05332E+13,97801344
383310,에코프로에이치엔,KOSDAQ,중견기업부,51100,0,0,51300,51800,50800,50749,2604463100,7.82082E+11,15304932
38110,에코플라스틱,KOSDAQ,중견기업부,3415,250,7.9,3185,3610,3140,20339134,70421221430,1.16688E+11,34169370
73540,에프알텍,KOSDAQ,벤처기업부,2725,5,0.18,2700,2750,2695,22941,62359350,31065000000,11400000
64850,에프앤가이드,KOSDAQ,벤처기업부,6270,10,0.16,6260,6290,6200,1036,6491000,75741600000,12080000
64090,에프앤리퍼블릭,KOSDAQ,중견기업부,2050,-90,-4.21,2145,2170,2010,123225,255483150,27832294450,13576729
36810,에프에스티,KOSDAQ,우량기업부,14400,250,1.77,14300,15100,14200,195582,2867258900,3.13298E+11,21756789
173940,에프엔씨엔터,KOSDAQ,중견기업부,4610,-35,-0.75,4585,4625,4510,1966,8992415,70110710170,15208397
83500,에프엔에스테크,KOSDAQ,벤처기업부,7400,-100,-1.33,7600,7600,7360,10304,76971210,62831342800,8490722
54940,엑사이엔씨,KOSDAQ,중견기업부,1375,15,1.1,1365,1380,1360,88556,121502475,45613628500,33173548
43090,엑서지21,KOSDAQ,중견기업부,3230,-50,-1.52,3270,3335,3160,256729,830628955,1.42092E+11,43991293
950130,엑세스바이오,KOSDAQ,외국기업(소속부없음),13800,-50,-0.36,13950,14250,13800,276778,3875083650,5.01154E+11,36315527
205100,엑셈,KOSDAQ,벤처기업부,3695,40,1.09,3650,3775,3640,126801,469934760,1.34432E+11,36382273
70300,엑스큐어,KOSDAQ,벤처기업부,4085,-60,-1.45,4145,4175,4020,24707,102287880,30090412290,7366074
92870,엑시콘,KOSDAQ,우량기업부,9820,-10,-0.1,9790,9900,9700,10384,101782630,1.02876E+11,10476127
317870,엔바이오니아,KOSDAQ,기술성장기업부,5240,30,0.58,5240,5310,5200,28196,147586420,41265791240,7875151
67570,엔브이에이치코리아,KOSDAQ,우량기업부,3580,0,0,3610,3685,3580,78243,284486820,1.17512E+11,32824712
236810,엔비티,KOSDAQ,기술성장기업부,5950,100,1.71,6160,6570,5850,7089564,44218536660,1.01004E+11,16975426
140610,엔솔바이오사이언스,KONEX,일반기업부,11750,450,3.98,11100,11750,11100,1901,22081350,1.12915E+11,9609810
333620,엔시스,KOSDAQ,벤처기업부,13300,0,0,13150,13500,13150,17516,234088850,1.40399E+11,10556344
101400,엔시트론,KOSDAQ,중견기업부,632,2,0.32,632,636,630,78962,49845746,29832914096,47203978
36570,엔씨소프트,KOSPI,,415500,3500,0.85,413000,417000,403500,58361,23919523000,9.1219E+12,21954022
217820,엔에스,KOSDAQ,우량기업부,9800,-160,-1.61,9940,10800,9780,546229,5501050130,1.1283E+11,11513237
31860,엔에스엔,KOSDAQ,중견기업부,1085,-10,-0.91,1105,1105,1075,704127,766504675,91836154445,84641617
238170,엔에스엠,KONEX,일반기업부,607,78,14.74,607,607,607,1,607,12610233188,20774684
224760,엔에스컴퍼니,KONEX,일반기업부,2885,-505,-14.9,2885,2885,2885,180,519300,11366034500,3939700
380440,엔에이치스팩19호,KOSPI,,1980,0,0,1980,1980,1970,23482,46381955,1.01554E+11,51290000
391060,엔에이치스팩20호,KOSDAQ,SPAC(소속부없음),1970,-10,-0.51,1980,1985,1970,25746,50841495,50235000000,25500000
396770,엔에이치스팩22호,KOSDAQ,SPAC(소속부없음),2190,0,0,0,0,0,0,0,14103600000,6440000
422040,엔에이치스팩23호,KOSDAQ,SPAC(소속부없음),2015,0,0,0,0,0,0,0,14427400000,7160000
437780,엔에이치스팩24호,KOSDAQ,SPAC(소속부없음),2020,0,0,2020,2025,2015,6555,13211240,10160600000,5030000
438580,엔에이치스팩25호,KOSDAQ,SPAC(소속부없음),2175,15,0.69,2155,2175,2155,4150,8957505,6568500000,3020000
265740,엔에프씨,KOSDAQ,벤처기업부,8350,-200,-2.34,8550,8550,8300,11013,92431660,74580530000,8931800
354200,엔젠바이오,KOSDAQ,기술성장기업부,7820,-30,-0.38,7900,7980,7810,9714,76609230,97772771840,12502912
93510,엔지브이아이,KONEX,일반기업부,2195,0,0,0,0,0,0,0,13213900000,6020000
208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0,0,0,0,0,25233717915,11443863
183490,엔지켐생명과학,KOSDAQ,기술성장기업부,1905,-10,-0.52,1920,1955,1900,431042,829356535,1.60569E+11,84288078
85310,엔케이,KOSPI,,899,-1,-0.11,907,907,897,105279,95075692,71905033448,79983352
182400,엔케이맥스,KOSDAQ,기술성장기업부,14300,-350,-2.39,14700,14700,14050,391103,5600934650,5.68889E+11,39782479
348370,엔켐,KOSDAQ,벤처기업부,68200,-1700,-2.43,69900,70300,68100,133698,9210989900,1.04622E+12,15340469
69410,엔텔스,KOSDAQ,벤처기업부,5170,-60,-1.15,5220,5270,5170,68530,357508120,52965740080,10244824
227950,엔투텍,KOSDAQ,투자주의환기종목(소속부없음),729,13,1.82,721,751,713,221782,162368881,66755678175,91571575
291230,엔피,KOSDAQ,중견기업부,5040,-50,-0.98,5130,5200,5030,264668,1354576560,2.08208E+11,41311061
198080,엔피디,KOSDAQ,우량기업부,2060,-15,-0.72,2075,2075,2040,3457,7114110,44362481100,21535185
48830,엔피케이,KOSDAQ,중견기업부,1850,5,0.27,1845,1860,1845,21582,39978500,34639257550,18723923
96870,엘디티,KOSDAQ,벤처기업부,3865,-60,-1.53,3925,3980,3855,19950,78126585,25812016000,6678400
276240,엘리비젼,KONEX,일반기업부,587,30,5.39,605,605,587,90,52988,4433692006,7553138
900140,엘브이엠씨홀딩스,KOSPI,,2895,0,0,2880,2950,2880,116520,336993185,2.87923E+11,99455297
376190,엘비루셈,KOSDAQ,중견기업부,7390,40,0.54,7360,7450,7350,29993,221202060,1.81794E+11,24600000
61970,엘비세미콘,KOSDAQ,우량기업부,8260,-40,-0.48,8310,8380,8250,109279,908314780,3.61661E+11,43784592
138690,엘아이에스,KOSDAQ,관리종목(소속부없음),982,0,0,0,0,0,0,0,22849431320,23268260
290650,엘앤씨바이오,KOSDAQ,벤처기업부,26550,-350,-1.3,26900,27450,26350,110287,2978069550,6.02284E+11,22684891
66970,엘앤에프,KOSDAQ,중견기업부,217700,-800,-0.37,217000,219600,216000,274262,59756828600,7.82188E+12,35929616
156100,엘앤케이바이오,KOSDAQ,벤처기업부,10350,-50,-0.48,10400,10600,10300,10054,104958850,1.38749E+11,13405659
311060,엘에이티,KONEX,일반기업부,4895,0,0,0,0,0,0,0,15484852790,3163402
73110,엘엠에스,KOSDAQ,중견기업부,7100,20,0.28,7090,7120,7060,5964,42257040,63159860500,8895755
83310,엘오티베큠,KOSDAQ,우량기업부,10700,-100,-0.93,10800,10900,10650,35117,377717450,1.90567E+11,17810033
37950,엘컴텍,KOSDAQ,중견기업부,910,9,1,917,919,900,621044,564480145,76847242290,84447519
170920,엘티씨,KOSDAQ,벤처기업부,9930,190,1.95,9840,9990,9670,19332,190004820,80083116450,8064765
58630,엠게임,KOSDAQ,벤처기업부,6970,-50,-0.71,7030,7170,6940,500446,3521115230,1.36221E+11,19543877
58970,엠로,KOSDAQ,기술성장기업부,13300,-50,-0.37,13350,13900,13250,20964,282300850,1.49121E+11,11212120
19590,엠벤처투자,KOSDAQ,벤처기업부,1245,5,0.4,1240,1255,1225,174431,216561985,1.054E+11,84658849
169330,엠브레인,KOSDAQ,중견기업부,3140,-15,-0.48,3155,3180,3115,12455,39285825,56321922520,17936918
97520,엠씨넥스,KOSPI,,27800,50,0.18,27800,28250,27650,38788,1085004550,4.99781E+11,17977732
179290,엠아이텍,KOSDAQ,벤처기업부,12300,-200,-1.6,12500,12550,12250,139140,1718494600,3.94572E+11,32079008
