code,company,Classification,affiliate,closing price,rate,fluctuation rate,market price,high price,low price,trading volume,transaction amount,market cap,Number of listed shares
60310,3S,KOSDAQ,중견기업부,2600,65,2.56,2540,2615,2540,168458,435328975,1.20306E+11,46271513
95570,AJ네트웍스,KOSPI,,6250,10,0.16,6280,6400,6120,48045,302549910,2.92639E+11,46822295
6840,AK홀딩스,KOSPI,,13500,250,1.89,13300,13850,13200,12726,172425150,1.78842E+11,13247561
54620,APS홀딩스,KOSDAQ,중견기업부,12250,-250,-2,12500,12550,12150,22702,279465600,2.49829E+11,20394221
265520,AP시스템,KOSDAQ,우량기업부,18150,50,0.28,18100,18400,18000,56164,1025783450,2.77358E+11,15281421
211270,AP위성,KOSDAQ,벤처기업부,9180,10,0.11,9210,9280,9130,50853,467280260,1.38456E+11,15082304
27410,BGF,KOSPI,,3425,10,0.29,3415,3470,3410,63223,217118320,3.2783E+11,95716791
282330,BGF리테일,KOSPI,,179000,-2500,-1.38,181500,182000,178000,35434,6358122500,3.09382E+12,17283906
32790,BNGT,KOSDAQ,벤처기업부,2695,0,0,2670,2750,2630,528271,1419690020,79595059775,29534345
138930,BNK금융지주,KOSPI,,6630,70,1.07,6570,6650,6570,879785,5819791000,2.16095E+12,325935246
1460,BYC,KOSPI,,367500,-3500,-0.94,371000,371500,367500,43,15871500,2.29546E+11,624615
1465,BYC우,KOSPI,,139000,1500,1.09,139000,140500,138000,51,7097000,29938515000,215385
13720,CBI,KOSDAQ,벤처기업부,348,6,1.75,344,375,343,5512905,1972831062,94078558728,270340686
1040,CJ,KOSPI,,76700,1400,1.86,76200,77100,75500,19130,1466547800,2.23788E+12,29176998
79160,CJ CGV,KOSPI,,15050,-100,-0.66,15000,15250,14950,147852,2230029000,7.18054E+11,47711226
35760,CJ ENM,KOSDAQ,우량기업부,78400,1200,1.55,76500,79400,76400,103213,8091919100,1.71925E+12,21929154
311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,27400,600,2.24,26800,27500,26800,2234,60962750,1.61076E+11,5878672
00104K,CJ4우(전환),KOSPI,,70000,300,0.43,69700,70500,69200,2668,186983700,2.95856E+11,4226512
120,CJ대한통운,KOSPI,,87000,-1500,-1.69,88500,88600,86500,64108,5575919200,1.98467E+12,22812344
11150,CJ씨푸드,KOSPI,,2755,-15,-0.54,2780,2780,2750,55779,153931025,98989279615,35930773
11155,CJ씨푸드1우,KOSPI,,25700,600,2.39,25100,25900,25100,19,487600,5140000000,200000
1045,CJ우,KOSPI,,47950,100,0.21,47950,47950,47650,573,27432700,1.08378E+11,2260223
97950,CJ제일제당,KOSPI,,421000,5500,1.32,419500,422000,415000,20933,8753903000,6.33781E+12,15054186
97955,CJ제일제당 우,KOSPI,,173000,1500,0.87,172500,174000,172000,796,137618500,2.29646E+11,1327433
51500,CJ프레시웨이,KOSDAQ,중견기업부,32050,-400,-1.23,32750,32750,31850,48206,1555781950,3.80484E+11,11871586
58820,CMG제약,KOSDAQ,중견기업부,2160,30,1.41,2140,2175,2135,402538,868173010,3.00007E+11,138892244
23460,CNH,KOSDAQ,중견기업부,2635,120,4.77,2600,2690,2530,560757,1479933690,98022000000,37200000
56730,CNT85,KOSDAQ,관리종목(소속부없음),3100,0,0,0,0,0,0,0,1.10512E+11,35648956
65770,CS,KOSDAQ,벤처기업부,1520,5,0.33,1515,1540,1510,15832,24103705,29504917600,19411130
83660,CSA 코스믹,KOSDAQ,중견기업부,1060,-15,-1.4,1080,1080,1045,24961,26284060,41818264580,39451193
590,CS홀딩스,KOSPI,,57200,-200,-0.35,57400,57900,56600,2375,135654200,66036370400,1154482
12030,DB,KOSPI,,767,0,0,766,773,763,134101,103131214,1.543E+11,201173933
404950,DB금융스팩10호,KOSDAQ,SPAC(소속부없음),1995,5,0.25,2000,2000,1990,264,527300,11650800000,5840000
367340,DB금융스팩8호,KOSDAQ,SPAC(소속부없음),2010,0,0,2015,2015,2000,7175,14383685,12160500000,6050000
367360,DB금융스팩9호,KOSDAQ,SPAC(소속부없음),2025,0,0,2030,2030,2015,14,28260,9801000000,4840000
16610,DB금융투자,KOSPI,,4195,5,0.12,4245,4245,4180,55066,231378300,1.78063E+11,42446389
5830,DB손해보험,KOSPI,,55800,1000,1.82,55300,56000,54600,105757,5855400700,3.95064E+12,70800000
990,DB하이텍,KOSPI,,44350,200,0.45,44600,44800,43900,378441,16779785500,1.96908E+12,44398588
995,DB하이텍1우,KOSPI,,98400,0,0,99300,99300,98000,197,19388800,11051894400,112316
139130,DGB금융지주,KOSPI,,6840,30,0.44,6830,6860,6810,471539,3220349460,1.15696E+12,169145833
1530,DI동일,KOSPI,,15800,-200,-1.25,16000,16150,15750,25570,406623900,4.03979E+11,25568270
210,DL,KOSPI,,64800,1200,1.89,64200,65300,63500,38318,2462224600,1.35794E+12,20955884
1880,DL건설,KOSPI,,14600,100,0.69,14550,14750,14350,16707,243623150,3.21978E+11,22053284
215,DL우,KOSPI,,36000,-250,-0.69,36450,36450,35900,704,25352500,60700140000,1686115
375500,DL이앤씨,KOSPI,,38050,400,1.06,37900,38200,37300,106312,4019706850,1.47229E+12,38693623
37550L,DL이앤씨2우(전환),KOSPI,,28250,0,0,28450,28450,27750,1663,46705450,59662615750,2111951
37550K,DL이앤씨우,KOSPI,,23750,100,0.42,23650,24000,23550,2594,61521650,50204768750,2113885
68790,DMS,KOSDAQ,우량기업부,4985,-25,-0.5,5030,5050,4965,23387,116925450,1.22497E+11,24573061
7340,DN오토모티브,KOSPI,,65300,6400,10.87,58900,67900,58900,175932,11324165900,6.52609E+11,9994005
4840,DRB동일,KOSPI,,4250,5,0.12,4245,4305,4210,2308,9807890,84702500000,19930000
241520,DSC인베스트먼트,KOSDAQ,벤처기업부,4110,-15,-0.36,4100,4170,4095,43809,180251115,1.14305E+11,27811403
155660,DSR,KOSPI,,5010,-40,-0.79,5050,5100,5000,7787,39199870,80160000000,16000000
69730,DSR제강,KOSPI,,4690,-15,-0.32,4705,4730,4660,14950,70145050,67536000000,14400000
17940,E1,KOSPI,,43600,500,1.16,43200,44100,43150,5907,258405800,2.99096E+11,6860000
245620,EDGC,KOSDAQ,기술성장기업부,2020,-15,-0.74,2045,2065,2015,563962,1149339345,1.69833E+11,84075931
37370,EG,KOSDAQ,중견기업부,7640,120,1.6,7560,7710,7520,17800,135639640,65894786080,8624972
278990,EMB,KONEX,일반기업부,4800,0,0,0,0,0,0,0,17415465600,3628222
365550,ESR켄달스퀘어리츠,KOSPI,,3665,70,1.95,3620,3685,3595,164594,597727865,7.80971E+11,213089000
50120,ES큐브,KOSDAQ,중견기업부,3990,-115,-2.8,4135,4145,3925,10257,41377365,54120703140,13564086
84180,EV수성,KOSDAQ,중견기업부,1585,-65,-3.94,1645,1645,1580,1207051,1936581290,99341119225,62675785
383220,F&F,KOSPI,,148000,-2500,-1.66,151000,151500,147000,55485,8256755500,5.66945E+12,38307075
7700,F&F홀딩스,KOSPI,,15000,500,3.45,14650,15300,14500,30984,463232800,5.86716E+11,39114367
214270,FSN,KOSDAQ,중견기업부,3870,-50,-1.28,3900,3905,3850,232826,902634295,1.07991E+11,27904552
130500,GH신소재,KOSDAQ,중견기업부,3935,40,1.03,3930,3975,3880,154699,610321090,57234779620,14545052
114090,GKL,KOSPI,,15550,-150,-0.96,15750,15950,15500,113241,1785589450,9.61856E+11,61855670
900290,GRT,KOSDAQ,외국기업(소속부없음),2635,5,0.19,2630,2675,2600,36271,95675215,1.77533E+11,67375000
78930,GS,KOSPI,,48300,0,0,48800,49100,48250,89021,4330378500,4.48781E+12,92915378
83450,GST,KOSDAQ,우량기업부,21100,200,0.96,21300,21400,20950,36693,774572050,1.96604E+11,9317745
6360,GS건설,KOSPI,,23900,350,1.49,23700,24250,23450,663648,15867035900,2.0454E+12,85581490
1250,GS글로벌,KOSPI,,2830,20,0.71,2835,2870,2815,954009,2713281030,2.33571E+11,82533764
7070,GS리테일,KOSPI,,28750,1250,4.55,28400,28950,27700,499607,14313262750,3.01064E+12,104717922
78935,GS우,KOSPI,,35750,0,0,35750,36100,35750,1462,52392150,63807529500,1784826
297890,HB솔루션,KOSDAQ,벤처기업부,13700,0,0,13850,13850,13650,35951,494189700,2.29065E+11,16720093
78150,HB테크놀러지,KOSDAQ,우량기업부,1865,-30,-1.58,1895,1900,1850,252800,472326725,1.47317E+11,78990426
12630,HDC,KOSPI,,5880,30,0.51,5830,5920,5810,50943,299517210,3.51281E+11,59741721
39570,HDC랩스,KOSPI,,7700,130,1.72,7660,7730,7550,4499,34468590,1.99874E+11,25957601
89470,HDC현대EP,KOSPI,,4015,0,0,4025,4050,4010,11246,45218635,1.28079E+11,31900000
294870,HDC현대산업개발,KOSPI,,10900,200,1.87,10750,11050,10600,215464,2341240850,7.1839E+11,65907330
267250,HD현대,KOSPI,,63600,-500,-0.78,64200,64300,63500,68256,4349870800,5.02396E+12,78993085
97230,HJ중공업,KOSPI,,3810,50,1.33,3830,3940,3770,60258,232664240,3.17275E+11,83274281
195940,HK이노엔,KOSDAQ,벤처기업부,36300,-200,-0.55,36700,36850,36200,76892,2807127600,1.04923E+12,28904499
14790,HL D&I,KOSPI,,2955,15,0.51,2940,2975,2940,38739,114532970,1.11872E+11,37858601
28300,HLB,KOSDAQ,중견기업부,36950,-500,-1.34,37200,38000,36800,460353,17035793900,3.95008E+12,106903481
3580,HLB글로벌,KOSPI,,7650,-10,-0.13,7740,7800,7650,118575,913336970,3.24108E+11,42367042
343090,HLB사이언스,KONEX,일반기업부,3225,95,3.04,3075,3285,3070,1187,3766390,37284750675,11561163
67630,HLB생명과학,KOSDAQ,중견기업부,11850,-200,-1.66,12050,12200,11850,205574,2455955400,1.1455E+12,96666933
47920,HLB제약,KOSDAQ,기술성장기업부,12900,-300,-2.27,13000,13250,12850,181356,2356260600,3.59538E+11,27871150
115450,HLB테라퓨틱스,KOSDAQ,중견기업부,12400,-400,-3.13,12500,12550,12100,210979,2614702150,3.88557E+11,31335211
204320,HL만도,KOSPI,,51600,-500,-0.96,52600,52600,51100,174163,9002337100,2.42299E+12,46957120
60980,HL홀딩스,KOSPI,,32400,50,0.15,32400,32550,32250,8219,266280650,3.39295E+11,10472070
11200,HMM,KOSPI,,20650,0,0,20750,20900,20500,1014047,20976895900,1.00987E+13,489039496
403870,HPSP,KOSDAQ,중견기업부,64800,-200,-0.31,65000,65600,64000,73259,4749301400,1.29273E+12,19949595
36640,HRS,KOSDAQ,우량기업부,5350,0,0,5380,5450,5350,97491,526035190,87498180000,16354800
82740,HSD엔진,KOSPI,,6730,-180,-2.6,6920,6920,6710,198052,1350570510,4.81491E+11,71543994
351340,IBKS제13호스팩,KOSDAQ,SPAC(소속부없음),1980,-30,-1.49,1970,2010,1970,108392,216654760,10236600000,5170000
388790,IBKS제16호스팩,KOSDAQ,SPAC(소속부없음),2290,-10,-0.43,2285,2340,2260,69891,161229395,7808900000,3410000
405350,IBKS제17호스팩,KOSDAQ,SPAC(소속부없음),2280,25,1.11,2270,2295,2235,24418,55358055,6201600000,2720000
424760,IBKS제18호스팩,KOSDAQ,SPAC(소속부없음),2070,0,0,2060,2085,2060,15559,32307870,8756100000,4230000
426550,IBKS제19호스팩,KOSDAQ,SPAC(소속부없음),2015,5,0.25,2010,2015,2010,8968,18034090,10236200000,5080000
439730,IBKS제20호스팩,KOSDAQ,SPAC(소속부없음),2010,5,0.25,2005,2010,2005,8186,16421540,8663100000,4310000
3560,IHQ,KOSPI,,535,1,0.19,539,548,534,480240,259755162,99432051570,185854302
95340,ISC,KOSDAQ,우량기업부,31350,-100,-0.32,31600,31900,31250,100508,3165212150,5.45473E+11,17399471
99520,ITX-AI,KOSDAQ,관리종목(소속부없음),1285,0,0,0,0,0,0,0,37652662655,29301683
175330,JB금융지주,KOSPI,,7340,20,0.27,7360,7360,7310,163331,1197308240,1.44585E+12,196982894
950170,JTC,KOSDAQ,관리종목(소속부없음),3290,-40,-1.2,3275,3335,3220,34049,111498225,1.15168E+11,35005517
234080,JW생명과학,KOSPI,,12000,150,1.27,11900,12150,11850,26608,319479900,1.90015E+11,15834554
67290,JW신약,KOSDAQ,중견기업부,3385,0,0,3375,3425,3375,79554,270414355,1.56141E+11,46127437
1060,JW중외제약,KOSPI,,19150,-50,-0.26,19350,19350,19100,21943,421936900,4.2471E+11,22178081
1067,JW중외제약2우B,KOSPI,,62900,-4000,-5.98,67700,67700,60800,1371,84945100,6474108300,102927
1065,JW중외제약우,KOSPI,,34500,-700,-1.99,35250,35250,34400,161,5551950,6304357500,182735
96760,JW홀딩스,KOSPI,,2785,25,0.91,2765,2795,2745,11130,30951895,1.96189E+11,70444706
35900,JYP Ent.,KOSDAQ,우량기업부,55600,800,1.46,55300,56900,54900,268081,15020374800,1.97366E+12,35497492
318000,KBG,KOSDAQ,벤처기업부,6310,-50,-0.79,6360,6540,6280,300152,1912216670,51930195750,8229825
24840,KBI메탈,KOSDAQ,중견기업부,1390,-15,-1.07,1405,1415,1390,68583,96066810,45801678720,32950848
105560,KB금융,KOSPI,,49000,1250,2.62,48150,49150,48100,894960,43593367200,2.0036E+13,408897068
432320,KB스타리츠,KOSPI,,4295,10,0.23,4285,4330,4250,25904,111298120,4.35574E+11,101414285
24120,KB오토시스,KOSDAQ,우량기업부,4075,50,1.24,4020,4120,3990,118303,479184695,46862500000,11500000
2380,KCC,KOSPI,,255000,9000,3.66,250000,258000,247500,26151,6636521500,2.26605E+12,8886471
21320,KCC건설,KOSDAQ,우량기업부,5920,-40,-0.67,5960,6010,5860,24758,146873590,1.26688E+11,21400000
344820,KCC글라스,KOSPI,,40450,700,1.76,39950,40800,39750,27253,1101655050,6.46007E+11,15970512
36670,KCI,KOSDAQ,우량기업부,8720,60,0.69,8610,8820,8610,9353,81540190,98274400000,11270000
9070,KCTC,KOSPI,,4365,10,0.23,4350,4420,4290,127252,557075890,1.3095E+11,30000000
9440,KC그린홀딩스,KOSPI,,2655,-20,-0.75,2680,2700,2655,38460,102808580,59564871900,22434980
112190,KC산업,KONEX,일반기업부,3255,-55,-1.66,3215,3275,3215,533,1735090,23192698515,7125253
119650,KC코트렐,KOSPI,,2555,-50,-1.92,2615,2615,2530,145717,375320315,44969165080,17600456
44180,KD,KOSDAQ,중견기업부,769,-3,-0.39,784,785,768,21044,16249555,19108604929,24848641
92220,KEC,KOSPI,,2710,25,0.93,2705,2760,2685,1116121,3028231565,3.92308E+11,144763141
151860,KG ETS,KOSDAQ,우량기업부,11900,-50,-0.42,12050,12250,11700,682369,8177826100,4.284E+11,36000000
46440,KG모빌리언스,KOSDAQ,우량기업부,5970,80,1.36,5930,6010,5880,106168,633045020,2.31789E+11,38825568
16380,KG스틸,KOSPI,,8730,70,0.81,8730,8850,8660,388811,3410107920,8.73078E+11,100008897
35600,KG이니시스,KOSDAQ,우량기업부,13500,350,2.66,13350,13600,13150,213514,2869159500,3.7671E+11,27904434
1390,KG케미칼,KOSPI,,24550,0,0,24950,24950,24450,75867,1868416900,3.40413E+11,13866096
226360,KH 건설,KOSDAQ,벤처기업부,332,-4,-1.19,344,344,331,3087043,1039096086,41042016292,123620531
111870,KH 전자,KOSDAQ,중견기업부,270,2,0.75,270,275,267,354852,95843988,43189151940,159959822
33180,KH 필룩스,KOSPI,,995,3,0.3,999,1000,989,326985,325942346,1.54489E+11,155264872
60720,KH바텍,KOSDAQ,중견기업부,13550,-600,-4.24,14050,14100,13550,276980,3825142500,3.20829E+11,23677442
1940,KISCO홀딩스,KOSPI,,13100,50,0.38,13150,13150,13000,3466,45316450,2.11911E+11,16176380
58400,KNN,KOSDAQ,우량기업부,907,5,0.55,909,920,900,342307,312071592,1.20114E+11,132429720
114450,KPX생명과학,KOSDAQ,중견기업부,4105,0,0,4190,4190,4100,44064,182784495,61575000000,15000000
25000,KPX케미칼,KOSPI,,48050,200,0.42,48100,48150,47850,666,31921900,2.32562E+11,4840000
92230,KPX홀딩스,KOSPI,,53100,0,0,53200,53200,52800,228,12075500,2.24329E+11,4224646
40,KR모터스,KOSPI,,588,16,2.8,575,590,572,514711,298912698,56529417420,96138465
44450,KSS해운,KOSPI,,9240,-70,-0.75,9390,9390,9210,10053,93069830,2.13314E+11,23085880
30200,KT,KOSPI,,37200,700,1.92,36850,37700,36800,724564,27035619300,9.71336E+12,261111808
33780,KT&G,KOSPI,,94500,800,0.85,94000,94600,92800,240394,22600790200,1.29741E+13,137292497
58850,KTcs,KOSPI,,2205,5,0.23,2200,2230,2185,82945,182938815,94120425000,42685000
58860,KTis,KOSPI,,2435,25,1.04,2425,2460,2420,41666,101705060,84742870000,34802000
60370,KT서브마린,KOSDAQ,중견기업부,5580,-60,-1.06,5660,5700,5540,81097,456630650,1.22202E+11,21900000
122450,KX,KOSDAQ,중견기업부,6220,-120,-1.89,6320,6340,6100,18888,117860620,2.8199E+11,45335964
52900,KX하이텍,KOSDAQ,벤처기업부,1345,-15,-1.1,1370,1375,1335,459789,622490480,69439721870,51628046
93050,LF,KOSPI,,15450,50,0.32,15500,15550,15400,8007,123794750,4.51758E+11,29240000
3550,LG,KOSPI,,82300,500,0.61,82500,82600,81600,82466,6784002700,1.29459E+13,157300993
34220,LG디스플레이,KOSPI,,14350,-100,-0.69,14500,14650,14300,1114560,16107685400,5.13466E+12,357815700
51900,LG생활건강,KOSPI,,582000,-2000,-0.34,582000,592000,578000,43729,25614073000,9.08979E+12,15618197
51905,LG생활건강우,KOSPI,,306000,1000,0.33,304500,307000,304000,1916,585673000,6.42507E+11,2099697
373220,LG에너지솔루션,KOSPI,,590000,2000,0.34,591000,597000,581000,168151,99322527000,1.3806E+14,234000000
3555,LG우,KOSPI,,62800,1200,1.95,61400,62900,61400,5008,312467400,1.89758E+11,3021620
32640,LG유플러스,KOSPI,,11950,150,1.27,11850,12000,11750,563019,6695297600,5.21751E+12,436611361
11070,LG이노텍,KOSPI,,294500,1500,0.51,295000,298000,293000,210644,62162106000,6.96996E+12,23667107
66570,LG전자,KOSPI,,93000,1700,1.86,91600,94100,91200,706955,65606223700,1.52192E+13,163647814
66575,LG전자우,KOSPI,,43850,750,1.74,43400,44000,43050,33598,1463983250,7.53606E+11,17185992
37560,LG헬로비전,KOSPI,,4910,-15,-0.3,4930,4975,4900,110472,545830065,3.80264E+11,77446865
51910,LG화학,KOSPI,,713000,22000,3.18,692000,716000,684000,182252,1.28545E+11,5.03323E+13,70592343
51915,LG화학우,KOSPI,,323000,4000,1.25,318000,325000,316500,11176,3600263500,2.48348E+12,7688800
79550,LIG넥스원,KOSPI,,97900,-1900,-1.9,100500,101500,97700,166957,16577808800,2.1538E+12,22000000
6260,LS,KOSPI,,68600,1000,1.48,68300,69100,67700,52002,3562125000,2.20892E+12,32200000
10120,LS ELECTRIC,KOSPI,,53500,-200,-0.37,54400,54400,53400,51730,2783005500,1.605E+12,30000000
680,LS네트웍스,KOSPI,,2650,35,1.34,2630,2670,2600,61776,162808135,2.08828E+11,78803016
229640,LS전선아시아,KOSPI,,7710,-30,-0.39,7810,7860,7690,113786,885063690,2.36118E+11,30624879
108320,LX세미콘,KOSPI,,89900,5900,7.02,85100,90900,84800,446203,39610259000,1.46216E+12,16264300
1120,LX인터내셔널,KOSPI,,41000,400,0.99,40500,41300,40400,134624,5522100150,1.58916E+12,38760000
108670,LX하우시스,KOSPI,,34550,-300,-0.86,35400,35400,34500,28408,988293050,3.09833E+11,8967670
108675,LX하우시스우,KOSPI,,18100,-1200,-6.22,20050,20250,17950,124692,2332377050,18685173000,1032330
383800,LX홀딩스,KOSPI,,8960,60,0.67,8910,9000,8900,78874,707156150,6.83475E+11,76280690
38380K,LX홀딩스1우,KOSPI,,11300,-100,-0.88,11500,11500,10850,6514,72966050,16557720500,1465285
86960,MDS테크,KOSDAQ,중견기업부,6020,20,0.33,5930,6120,5930,134201,813531330,1.33834E+11,22231520
23150,MH에탄올,KOSPI,,8020,30,0.38,8000,8080,7940,8199,65842290,59175778520,7378526
35420,NAVER,KOSPI,,181000,3500,1.97,178500,183000,177500,1231382,2.22791E+11,2.96929E+13,164049085
160550,NEW,KOSDAQ,중견기업부,5870,30,0.51,5830,5950,5800,68694,402619670,1.63809E+11,27906106
53290,NE능률,KOSDAQ,중견기업부,4160,30,0.73,4155,4240,4125,79451,333197185,68749437120,16526307
181710,NHN,KOSPI,,23600,-300,-1.26,24200,24200,23450,48461,1147522750,8.50006E+11,36017198
104200,NHN벅스,KOSDAQ,중견기업부,6120,-20,-0.33,6140,6280,6080,150350,928757400,90744606000,14827550
60250,NHN한국사이버결제,KOSDAQ,우량기업부,13200,550,4.35,12800,13350,12650,580928,7642082300,5.3012E+11,40160611
400760,NH올원리츠,KOSPI,,3060,50,1.66,3005,3070,2995,115910,351560395,1.29132E+11,42200000
5940,NH투자증권,KOSPI,,9290,10,0.11,9320,9360,9200,349272,3252126280,3.08118E+12,331665921
5945,NH투자증권우,KOSPI,,9280,100,1.09,9170,9280,9170,18868,174421870,1.75123E+11,18870968
338100,NH프라임리츠,KOSPI,,4090,100,2.51,4005,4090,3975,10093,40614650,76319400000,18660000
34310,NICE,KOSPI,,12750,0,0,12750,12850,12700,7949,101356150,4.82999E+11,37882300
30190,NICE평가정보,KOSDAQ,우량기업부,13300,-350,-2.56,13650,13700,13300,44238,596005100,8.07507E+11,60714820
8260,NI스틸,KOSPI,,4195,50,1.21,4140,4220,4120,53453,222617765,1.19977E+11,28600117
4250,NPC,KOSPI,,7270,30,0.41,7300,7320,7230,170860,1242895480,2.66954E+11,36720000
4255,NPC우,KOSPI,,3610,60,1.69,3560,3850,3545,77406,284723065,19060800000,5280000
10060,OCI,KOSPI,,100500,1800,1.82,100000,103500,99900,511605,51887766100,2.39686E+12,23849371
178920,PI첨단소재,KOSPI,,32650,750,2.35,31950,32950,31700,113938,3699126250,9.5881E+11,29366322
24940,PN풍년,KOSDAQ,벤처기업부,7240,340,4.93,7070,7330,6900,591468,4216931920,72400000000,10000000
5490,POSCO홀딩스,KOSPI,,283000,10000,3.66,275500,285000,275000,542880,1.53102E+11,2.39337E+13,84571230
218410,RFHIC,KOSDAQ,우량기업부,21750,-50,-0.23,21750,22000,21650,65514,1432828800,5.82605E+11,26786434
327260,RF머트리얼즈,KOSDAQ,벤처기업부,11800,-200,-1.67,11800,12050,11650,19743,233144250,96732824600,8197697
91340,S&K폴리텍,KOSDAQ,중견기업부,3840,30,0.79,3810,3890,3795,33525,128661110,44942288640,11703721
10950,S-Oil,KOSPI,,92200,-1700,-1.81,93900,93900,91200,255618,23734796600,1.03801E+13,112582792
10955,S-Oil우,KOSPI,,60200,-100,-0.17,60300,60300,59600,8918,535883800,2.4212E+11,4021927
19550,SBI인베스트먼트,KOSDAQ,벤처기업부,1165,-5,-0.43,1180,1185,1165,666328,782201850,1.88808E+11,162066575
950110,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),3990,5,0.13,3985,4000,3975,3902,15566075,95969634600,24052540
34120,SBS,KOSPI,,29900,900,3.1,29150,30250,29050,72291,2153465700,5.45752E+11,18252582
46140,SBS콘텐츠허브,KOSDAQ,우량기업부,5760,570,10.98,5250,6530,5210,5289245,32924189820,1.2363E+11,21463555
151910,SBW생명과학,KOSDAQ,중견기업부,1230,-15,-1.2,1230,1255,1225,266166,329255880,2.17875E+11,177134118
36120,SCI평가정보,KOSDAQ,중견기업부,4205,0,0,4180,4285,4170,1363357,5751642845,1.49278E+11,35500000
99220,SDN,KOSDAQ,중견기업부,2040,25,1.24,2035,2105,2025,1068431,2210399085,1.1459E+11,56171811
36540,SFA반도체,KOSDAQ,우량기업부,4435,25,0.57,4455,4535,4410,664607,2972581760,7.29381E+11,164460303
255220,SG,KOSDAQ,중견기업부,1300,10,0.78,1310,1390,1300,348301,464701915,58183695700,44756689
40610,SG&G,KOSDAQ,중견기업부,1725,-5,-0.29,1735,1755,1715,145458,252453305,58800413100,34087196
49470,SGA,KOSDAQ,중견기업부,682,6,0.89,676,686,674,27222,18560843,40144053818,58862249
184230,SGA솔루션즈,KOSDAQ,벤처기업부,780,5,0.65,778,793,775,77194,60549740,42266034720,54187224
5090,SGC에너지,KOSPI,,32350,150,0.47,32250,32600,32200,11024,357313950,4.74801E+11,14677004
16250,SGC이테크건설,KOSDAQ,우량기업부,36600,-400,-1.08,37000,37200,36500,4427,163034950,95139687000,2599445
1380,SG글로벌,KOSPI,,1655,100,6.43,1690,1850,1645,12502956,22078323410,74415656665,44964143
4060,SG세계물산,KOSPI,,555,3,0.54,555,569,553,917245,515056955,1.12346E+11,202424960
1770,SHD,KOSPI,,36600,800,2.23,35800,37000,35800,11904,433764850,44464534800,1214878
2360,SH에너지화학,KOSPI,,956,-5,-0.52,962,980,950,2004208,1929238898,1.06244E+11,111133730
9160,SIMPAC,KOSPI,,6390,-10,-0.16,6360,6490,6360,62211,399839840,4.18095E+11,65429516
123700,SJM,KOSPI,,3615,-40,-1.09,3635,3690,3615,9447,34428530,56411706270,15604898
25530,SJM홀딩스,KOSPI,,3940,75,1.94,3865,4040,3860,167517,662646185,58839991520,14934008
34730,SK,KOSPI,,223500,-500,-0.22,225500,225500,221500,64804,14472460500,1.65724E+13,74149329
11790,SKC,KOSPI,,105500,-500,-0.47,106500,107000,105000,101616,10742681500,3.99511E+12,37868298
18670,SK가스,KOSPI,,118500,-500,-0.42,118500,119500,118000,3125,370946500,1.09378E+12,9230244
1740,SK네트웍스,KOSPI,,4110,35,0.86,4120,4185,4100,315408,1305627650,1.02005E+12,248187647
1745,SK네트웍스우,KOSPI,,55800,400,0.72,55400,55900,55400,882,48921400,6341558400,113648
6120,SK디스커버리,KOSPI,,30400,-50,-0.16,30450,30800,30350,13163,403106150,5.78751E+11,19037855
6125,SK디스커버리우,KOSPI,,27950,0,0,28200,28200,27900,849,23825150,37968817250,1358455
210980,SK디앤디,KOSPI,,21850,100,0.46,21750,22100,21700,12906,282538250,4.84855E+11,22190164
68400,SK렌터카,KOSPI,,6860,0,0,6850,6970,6840,10812,74595070,3.24381E+11,47285840
395400,SK리츠,KOSPI,,4515,-5,-0.11,4520,4550,4505,88282,398905425,8.87442E+11,196554079
302440,SK바이오사이언스,KOSPI,,85500,400,0.47,86000,87900,84900,260603,22497928100,6.56504E+12,76784046
326030,SK바이오팜,KOSPI,,63400,1000,1.6,62800,64100,61900,66262,4194966700,4.96506E+12,78313250
402340,SK스퀘어,KOSPI,,38950,400,1.04,38600,39200,38400,220014,8561730700,5.51016E+12,141467571
260870,SK시그넷,KONEX,일반기업부,39750,50,0.13,39800,39850,39500,5285,210049700,2.33597E+11,5876642
361610,SK아이이테크놀로지,KOSPI,,60300,1200,2.03,59200,61300,58500,499269,30102131800,4.29924E+12,71297592
03473K,SK우,KOSPI,,178000,-500,-0.28,178500,180000,178000,534,95381500,1.00772E+11,566135
96770,SK이노베이션,KOSPI,,184500,-500,-0.27,187000,188500,182500,201893,37365415500,1.70599E+13,92465564
96775,SK이노베이션우,KOSPI,,111000,-1000,-0.89,113000,113000,109500,3505,391066500,1.38575E+11,1248426
1510,SK증권,KOSPI,,683,9,1.34,675,683,675,481466,327667853,3.22779E+11,472590171
1515,SK증권우,KOSPI,,2765,0,0,2720,2765,2720,4802,13199285,10818101210,3912514
285130,SK케미칼,KOSPI,,90300,-300,-0.33,91400,91700,90300,35141,3195365600,1.55599E+12,17231291
28513K,SK케미칼우,KOSPI,,39950,100,0.25,39850,40500,39750,7591,304899150,84511388550,2115429
17670,SK텔레콤,KOSPI,,51100,600,1.19,50700,51200,50600,401306,20465640500,1.11824E+13,218833144
660,SK하이닉스,KOSPI,,88300,600,0.68,88100,88800,86600,1546375,1.36142E+11,6.42826E+13,728002365
